airline	from	to	codeshare	stops	equipment
OQ	CKG	CGO		0	320
OQ	CKG	CSX		0	320
OQ	CKG	DIG		0	319
OQ	CKG	DLU		0	319
OQ	CKG	HAN		0	320
OQ	CKG	HGH		0	320
OQ	CKG	HKT		0	320
OQ	CKG	HNY		0	320
OQ	CKG	HUZ		0	319 320
OQ	CKG	JHG		0	319
OQ	CKG	KHN		0	320
OQ	CKG	KMG		0	319 320
OQ	CKG	LHW		0	320
OQ	CKG	LXA		0	319
OQ	CKG	LYI		0	320
OQ	CKG	NGB		0	320
OQ	CKG	NKG		0	319 320
OQ	CKG	PEK		0	320
OQ	CKG	PVG		0	320
OQ	CKG	SGN		0	320
OQ	CKG	SYM		0	319
OQ	CKG	SYX		0	319 320
OQ	CKG	SZX		0	320
OQ	CKG	TAO		0	320
OQ	CKG	TCZ		0	319
OQ	CKG	WNZ		0	319 320
OQ	CKG	WUH		0	320
OQ	CKG	XMN		0	319 320
OQ	CKG	XNN		0	320
OQ	CKG	YNZ		0	320
OQ	CKG	ZUH		0	320
OQ	CSX	SWA		0	320
OQ	DLC	LYI		0	320
OQ	DLC	YNZ		0	320
OQ	DLU	JHG		0	319
OQ	DLU	KHN		0	319
OQ	DLU	KMG		0	319
OQ	DLU	KWE		0	319
OQ	DLU	LHW		0	319
OQ	DLU	NNG		0	319
OQ	DLU	SYM		0	319
OQ	HNY	FOC		0	320
OQ	HRB	CGO		0	320
OQ	HRB	TAO		0	320
OQ	KHN	CGQ		0	320
OQ	NKG	BAV		0	320
OQ	NKG	PZI		0	319
OR	AMS	FAO		0	738
OR	CUN	HOG		0	763
OR	CUR	AUA		0	788
OR	CUR	BON		0	788
OR	EIN	ACE		0	738
OR	EIN	FUE		0	738
OR	PUJ	MBJ		0	788
OR	PUJ	POP		0	788
OR	SFB	MIA		0	763
OS	GRZ	DUS		0	DH4
OS	GRZ	FRA		0	E95
OS	GRZ	STR		0	DH4
OS	INN	FRA		0	DH4
OS	LNZ	DUS		0	DH4
OS	SZG	FRA		0	E95
OS	VIE	AMM		0	320
OS	VIE	AMS		0	319 320
OS	VIE	ARN		0	E95
OS	VIE	ATH		0	319 320 321
OS	VIE	BEG		0	DH4 E95
OS	VIE	BKK		0	772
OS	VIE	BLQ		0	DH4 E95
OS	VIE	BRU		0	E95 319 320
OS	VIE	BSL		0	DH4 E95
OS	VIE	BUD		0	DH4
OS	VIE	CAI		0	320
OS	VIE	CDG		0	320 321
OS	VIE	CGN		0	E95 320
OS	VIE	CPH		0	E95 319 320
OS	VIE	DME		0	319 320 321
OS	VIE	DNK		0	E95
OS	VIE	DUS		0	319 320 321
OS	VIE	EBL		0	319 320
OS	VIE	EVN		0	319 320
OS	VIE	EWR		0	763
OS	VIE	FRA		0	E95 319 320 321
OS	VIE	GRZ		0	DH4 E95
OS	VIE	GVA		0	E95
OS	VIE	HAM		0	319 320 321
OS	VIE	IAD		0	763
OS	VIE	IAS		0	DH4
OS	VIE	IKA		0	320
OS	VIE	INN		0	DH4 E95
OS	VIE	JFK		0	772
OS	VIE	KBP		0	E95 319 320
OS	VIE	KIV		0	E95
OS	VIE	KLU		0	DH4
OS	VIE	KRK		0	DH4
OS	VIE	KRR		0	E95
OS	VIE	KSC		0	DH4
OS	VIE	LCA		0	321
OS	VIE	LEJ		0	DH4 E95
OS	VIE	LHR		0	319 320 321
OS	VIE	LPA		0	320
OS	VIE	LWO		0	DH4
OS	VIE	LYS		0	DH4 E95
OS	VIE	MAN		0	E95
OS	VIE	MSQ		0	DH4 E95
OS	VIE	MUC		0	E95 319 320 321
OS	VIE	MXP		0	E95 319 320
OS	VIE	NAP		0	E95 319
OS	VIE	NCE		0	E95 320 321
OS	VIE	ODS		0	E95 319
OS	VIE	ORD		0	772
OS	VIE	OSL		0	E95
OS	VIE	OTP		0	E95 319 320 321
OS	VIE	PEK		0	763
OS	VIE	PRG		0	DH4 E95
OS	VIE	PRN		0	E95 319
OS	VIE	PVG		0	772
OS	VIE	RAK		0	320
OS	VIE	SBZ		0	DH4
OS	VIE	SJJ		0	E95 319 320 321
OS	VIE	SKG		0	E95 320
OS	VIE	SKP		0	E95 319 320
OS	VIE	SOF		0	DH4 E95 319 320
OS	VIE	STR		0	DH4 E95 319 320
OS	VIE	SZG		0	DH4 E95
OS	VIE	TFS		0	320 321
OS	VIE	TGD		0	DH4
OS	VIE	TIA		0	E95 319 320
OS	VIE	TLV		0	320 321
OS	VIE	TXL		0	E95 319 320 321
OS	VIE	VAR		0	E95
OS	VIE	VCE		0	DH4 E95
OS	VIE	VNO		0	E95 319
OS	VIE	WAW		0	DH4 E95
OS	VIE	YUL		0	763
OS	VIE	ZAG		0	DH4 E95
OS	VIE	ZRH		0	319 320 321
OU	DBV	FRA		0	319
OU	RJK	MUC		0	DH4
OU	SPU	FCO		0	DH4
OU	SPU	FRA		0	319
OU	SPU	MUC		0	DH4
OU	ZAD	PUY		0	DH4
OU	ZAG	AMS		0	319 320
OU	ZAG	BRU		0	DH4
OU	ZAG	CDG		0	319
OU	ZAG	CPH		0	319
OU	ZAG	DBV		0	DH4 319 320
OU	ZAG	FRA		0	DH4 319
OU	ZAG	LHR		0	319
OU	ZAG	MUC		0	DH4
OU	ZAG	OMO		0	DH4
OU	ZAG	SJJ		0	DH4
OU	ZAG	SKP		0	DH4
OU	ZAG	SPU		0	DH4 319
OU	ZAG	VIE		0	DH4
OU	ZAG	ZAD		0	DH4
OU	ZAG	ZRH		0	DH4
OV	MCT	AUH		0	320
OV	MCT	DAC		0	320
OV	MCT	DOH		0	320
OV	MCT	DXB		0	320
OV	MCT	HBE		0	320
OV	MCT	IKA		0	320
OV	MCT	JED		0	320
OV	MCT	KHI		0	320
OV	MCT	KRT		0	320
OV	MCT	KTM		0	320
OV	MCT	KWI		0	320
OV	MCT	MUX		0	320
OV	MCT	RUH		0	320
OV	MCT	SAW		0	320
OV	MCT	SLL		0	320
OV	MCT	SKT		0	320
OV	MCT	SYZ		0	320
OW	MBA	LAU		0	DH4
OW	NBO	EDL		0	DH4
OW	NBO	MBA		0	DH4
OW	NBO	UKA		0	DH4
OY	AEP	BRC		0	M83
OY	AEP	COR		0	M83
OY	AEP	CRD		0	M83
OY	AEP	FLN		0	M83
OY	AEP	GIG		0	M83
OY	AEP	IGR		0	M83
OY	AEP	JUJ		0	M83
OY	AEP	MDZ		0	M83
OY	AEP	PDP		0	M83
OY	AEP	PMY		0	M83
OY	AEP	SLA		0	M83
OZ	CJU	CJJ		0	320 321
OZ	CJU	HIN		0	321
OZ	CJU	KWJ		0	320 321
OZ	CJU	MWX		0	320
OZ	CJU	PUS		0	320
OZ	CJU	RSU		0	320 321
OZ	CJU	TAE		0	320 321
OZ	GMP	CJU		0	320 321 333 763
OZ	GMP	HND		0	333
OZ	GMP	KIX		0	321
OZ	GMP	KWJ		0	320
OZ	GMP	PEK		0	333
OZ	GMP	RSU		0	320
OZ	GMP	SHA		0	333
OZ	ICN	ALA		0	333
OZ	ICN	BCN		0	77L
OZ	ICN	BKK		0	388
OZ	ICN	CAN		0	321 333
OZ	ICN	CDG		0	359 77L
OZ	ICN	CEB		0	321
OZ	ICN	CGK		0	333
OZ	ICN	CGQ		0	321
OZ	ICN	CKG		0	321
OZ	ICN	CRK		0	321
OZ	ICN	CSX		0	321
OZ	ICN	CTS		0	333
OZ	ICN	CTU		0	321
OZ	ICN	DAD		0	744
OZ	ICN	DLC		0	321 333 763 772
OZ	ICN	FCO		0	77L
OZ	ICN	FRA		0	388
OZ	ICN	FUK		0	321 333
OZ	ICN	HAN		0	321 333 77L
OZ	ICN	HGH		0	321 333
OZ	ICN	HKG		0	333 388 772
OZ	ICN	HKT		0	333
OZ	ICN	HND		0	321
OZ	ICN	HNL		0	333
OZ	ICN	HRB		0	321
OZ	ICN	IST		0	77L
OZ	ICN	JFK		0	388
OZ	ICN	KIX		0	321 333 359
OZ	ICN	KMI		0	321
OZ	ICN	KWL		0	321
OZ	ICN	LAX		0	359 388
OZ	ICN	LHR		0	359
OZ	ICN	MNL		0	333 744
OZ	ICN	NGO		0	321
OZ	ICN	NKG		0	321 333
OZ	ICN	NRT		0	333 388 744
OZ	ICN	OKA		0	321
OZ	ICN	ORD		0	77L
OZ	ICN	PEK		0	321 333
OZ	ICN	PNH		0	321
OZ	ICN	PUS		0	320
OZ	ICN	PVG		0	333 359 763 772
OZ	ICN	ROR		0	321
OZ	ICN	SDJ		0	320 321
OZ	ICN	SEA		0	359
OZ	ICN	SFO		0	359
OZ	ICN	SGN		0	333 359 744
OZ	ICN	SIN		0	333 359 763
OZ	ICN	SPN		0	321
OZ	ICN	SYD		0	77L
OZ	ICN	SZX		0	321 333 359
OZ	ICN	TAO		0	321 333 763
OZ	ICN	TAS		0	333
OZ	ICN	TPE		0	321 333 744 77L
OZ	ICN	TSN		0	321
OZ	ICN	ULN		0	333
OZ	ICN	VCE		0	77L
OZ	ICN	WEH		0	321
OZ	ICN	XIY		0	321
OZ	ICN	YNJ		0	321
OZ	ICN	YNT		0	321
OZ	ICN	YNZ		0	320
OZ	PUS	CAN		0	320
OZ	PUS	DAD		0	320
OZ	PUS	HGH		0	320
OZ	PUS	OKA		0	320
OZ	PUS	PEK		0	320
OZ	PUS	PVG		0	320
OZ	PUS	SHE		0	320
P0	LUN	DUR		0	CR2
P0	LUN	HRE		0	J41
P0	LUN	JEK		0	CNC
P0	LUN	LLW		0	J41
P0	LUN	LVI		0	J41
P0	LUN	MFU		0	J41
P0	LUN	NLA		0	DH8 J41
P0	LUN	SLI		0	J41
P0	NLA	KAA		0	CN2
P2	JJM	KEU		0	DHT
P2	JJM	KTJ		0	DHT
P2	JJM	MRE		0	DHT
P2	JJM	NYK		0	DHT
P2	JJM	OLX		0	DHT
P2	NYK	KEU		0	DHT
P2	NYK	KTJ		0	DHT
P2	NYK	MRE		0	DHT
P2	NYK	OLX		0	DHT
P2	UAS	JJM		0	DHT
P2	UAS	KEU		0	DHT
P2	UAS	KTJ		0	DHT
P2	UAS	MRE		0	DHT
P2	UAS	NYK		0	DHT
P2	UAS	OLX		0	DHT
P2	WIL	ASV		0	DHT
P2	WIL	JJM		0	DHT
P2	WIL	JRO		0	DHT
P2	WIL	KEU		0	DHT
P2	WIL	KTJ		0	DHT
P2	WIL	MRE		0	DHT
P2	WIL	NYK		0	CNA DHT
P2	WIL	OLX		0	DHT
P4	ACC	BJL		0	733 735
P4	ACC	ROB		0	733 735
P4	ABV	ABB		0	ER4
P4	ABV	BNI		0	733 735
P4	ABV	CBQ		0	733 735
P4	ABV	ENU		0	733 735
P4	ABV	KAN		0	733 735
P4	ABV	PHC		0	733 735
P4	ABV	QOW		0	733 735
P4	ABV	QUO		0	733 735
P4	ABV	YOL		0	733 735
P4	LOS	ABB		0	ER4
P4	LOS	ABV		0	ER4 733 735
P4	LOS	ACC		0	ER4 733 735
P4	LOS	AKR		0	ER4
P4	LOS	BNI		0	733 735
P4	LOS	CBQ		0	733 735
P4	LOS	ENU		0	733 735
P4	LOS	FNA		0	ER4
P4	LOS	KAD		0	ER4
P4	LOS	KAN		0	733 735
P4	LOS	PHC		0	733 735
P4	LOS	QOW		0	733 735
P4	LOS	QUO		0	733 735
P5	ADZ	BAQ		0	73G
P5	ADZ	CLO		0	73G
P5	ADZ	CTG		0	73G
P5	BLB	CLO		0	73G
P5	BLB	CTG		0	73G
P5	BLB	MDE		0	73G
P5	BOG	ADZ		0	73G
P5	BOG	BLB		0	73G
P5	BOG	CTG		0	73G
P5	BOG	CUN		0	73G
P5	BOG	HAV		0	73G
P5	BOG	MEX		0	73G
P5	BOG	PTY		0	73G
P5	BOG	PUJ		0	73G
P5	BOG	UIO		0	73G
PA	ISB	AUH		0	320 321
PA	ISB	DXB		0	320 321
PA	ISB	JED		0	321
PA	ISB	RUH		0	320 321
PA	ISB	SHJ		0	320 321
PA	KHI	ISB		0	320
PA	KHI	JED		0	320
PA	KHI	LHE		0	320 321
PA	LHE	AUH		0	321
PA	LHE	DXB		0	321
PA	LHE	JED		0	321
PA	LHE	KHI		0	320 321
PA	LHE	SHJ		0	321
PA	MUX	DXB		0	320
PA	MUX	JED		0	320
PA	MUX	SHJ		0	320
PA	PEW	AUH		0	320 321
PA	PEW	DXB		0	320
PA	PEW	JED		0	321
PA	PEW	SHJ		0	320
PB	YAY	YBX		0	DH1 DH3
PB	YAY	YDF		0	DH3
PB	YDF	YJT		0	DH1
PB	YHR	YIF		0	DH1
PB	YHR	YNA		0	DH3
PB	YIF	YBX		0	DHT DH1
PB	YIF	YHR		0	DH3
PB	YIF	ZLT		0	DHT
PB	YNP	YDP		0	DHT
PB	YNP	YHO		0	DHT
PB	YQX	YAY		0	DH3
PB	YQX	YDF		0	DH3
PB	YQX	YYR		0	DH1
PB	YRG	YMN		0	DHT
PB	YSO	YHO		0	DHT
PB	YSO	YMN		0	DHT
PB	YUL	YQB		0	DH1 DH3
PB	YWK	YDF		0	DH3
PB	YWK	YYR		0	DH1 DH3
PB	YWK	ZUM		0	DH3
PB	YYR	YAY		0	DH3
PB	YYR	YBX		0	DH1 DH3
PB	YYR	YDF		0	DH1 DH3
PB	YYR	YDP		0	DHT
PB	YYR	YNP		0	DHT
PB	YYR	YQX		0	DH3
PB	YYR	YRG		0	DHT
PB	YYR	ZUM		0	DH1 DH3
PB	YYT	YAY		0	DH1 DH3
PB	YYT	YDF		0	DH1 DH3
PB	YYT	YQX		0	DH1
PB	YYT	YWK		0	DH3
PB	YYT	YYT		0	DH3
PB	YZV	YNA		0	DH1
PB	YZV	YQB		0	DH1
PB	YZV	YWK		0	DH1 DH3
PB	ZKG	YNA		0	DHT
PB	ZTB	YHR		0	DHT
PB	ZTB	ZLT		0	DHT
PC	ADA	AYT		0	738
PC	ADA	CGN		0	320 738
PC	ADA	ECN		0	738
PC	ADA	TZX		0	320 738
PC	ADA	VAN		0	738
PC	ADB	ADA		0	738
PC	ADB	AJI		0	738
PC	ADB	ASR		0	738
PC	ADB	DUS		0	738
PC	ADB	ECN		0	738
PC	ADB	ESB		0	738
PC	ADB	EZS		0	738
PC	ADB	GNY		0	738
PC	ADB	HTY		0	738
PC	ADB	IEV		0	738
PC	ADB	IST		0	738
PC	ADB	STN		0	738
PC	ADB	TZX		0	738
PC	ADB	VAS		0	738
PC	ASR	DUS		0	320 738
PC	AYT	AMM		0	738
PC	AYT	ASR		0	320
PC	AYT	CPH		0	738
PC	AYT	ECN		0	320 738
PC	AYT	ESB		0	738
PC	AYT	TLV		0	738
PC	AYT	TZX		0	320 738
PC	BJV	IEV		0	320
PC	ECN	ESB		0	738
PC	ECN	GZT		0	738
PC	ECN	HTY		0	738
PC	ESB	AMM		0	738
PC	ESB	BJV		0	738
PC	ESB	CGN		0	320 738
PC	ESB	DUS		0	320 738
PC	ESB	EBL		0	738
PC	ESB	HAM		0	320 738
PC	ESB	IEV		0	738
PC	ESB	STR		0	738
PC	ESB	TEQ		0	738
PC	ESB	VIE		0	738
PC	SAW	ADA		0	320 738
PC	SAW	ADB		0	320 738
PC	SAW	ALA		0	738
PC	SAW	AMS		0	320 738
PC	SAW	ARN		0	320 738
PC	SAW	ASR		0	320 738
PC	SAW	ATH		0	320
PC	SAW	AUH		0	738
PC	SAW	AYT		0	320 738
PC	SAW	BAH		0	320 738
PC	SAW	BAL		0	320
PC	SAW	BCN		0	320 738
PC	SAW	BEG		0	320 738
PC	SAW	BEY		0	320 738
PC	SAW	BGG		0	320 738
PC	SAW	BGW		0	320 738
PC	SAW	BGY		0	320 738
PC	SAW	BJV		0	320 738
PC	SAW	BLQ		0	320
PC	SAW	BSL		0	320 738
PC	SAW	BUD		0	320 738
PC	SAW	CGN		0	320 738
PC	SAW	CPH		0	320 738
PC	SAW	CRL		0	320 738
PC	SAW	DIY		0	320 738
PC	SAW	DLM		0	320 738
PC	SAW	DME		0	738
PC	SAW	DMM		0	320 738
PC	SAW	DNZ		0	320 738
PC	SAW	DOH		0	320
PC	SAW	DUS		0	320 738
PC	SAW	DXB		0	738
PC	SAW	EBL		0	320 738
PC	SAW	ECN		0	320 738
PC	SAW	EDO		0	320 738
PC	SAW	ERC		0	320 738
PC	SAW	ERZ		0	320 738
PC	SAW	ESB		0	320 738
PC	SAW	EZS		0	320 738
PC	SAW	FCO		0	320 738
PC	SAW	FRA		0	320 738
PC	SAW	FRU		0	738
PC	SAW	GNY		0	320 738
PC	SAW	GRV		0	320 738
PC	SAW	GVA		0	320 738
PC	SAW	GZP		0	738
PC	SAW	GZT		0	320 738
PC	SAW	HAJ		0	320
PC	SAW	HAM		0	320 738
PC	SAW	HRG		0	320 738
PC	SAW	HRK		0	320 738
PC	SAW	HTY		0	320 738
