airline	from	to	codeshare	stops	equipment
DE	FRA	MLE		0	763
DE	FRA	MRU		0	763
DE	FRA	PUJ		0	332 763
DE	FRA	REC		0	763
DE	FRA	SDQ		0	763
DE	FRA	SEA		0	763
DE	FRA	SEZ		0	763
DE	FRA	SJU		0	763
DE	FRA	SPC		0	320
DE	FRA	TAB		0	763
DE	FRA	TFS		0	321 753
DE	FRA	VRA		0	332
DE	FRA	ZNZ		0	763
DE	HAJ	ACE		0	320
DE	HAJ	AGA		0	320
DE	HAJ	AYT		0	320
DE	HAJ	FNC		0	320
DE	HAJ	FUE		0	320
DE	HAJ	HRG		0	320
DE	HAJ	LPA		0	320
DE	HAJ	SPC		0	320
DE	HAJ	TFS		0	320
DE	HAM	ACE		0	321 753
DE	HAM	AGA		0	321
DE	HAM	AYT		0	753
DE	HAM	FNC		0	321
DE	HAM	FUE		0	753
DE	HAM	HRG		0	753
DE	HAM	LPA		0	753
DE	HAM	TFS		0	753
DE	LEJ	ACE		0	321
DE	LEJ	AGA		0	321
DE	LEJ	FNC		0	321
DE	LEJ	FUE		0	321
DE	LEJ	HRG		0	321
DE	LEJ	LPA		0	321
DE	LEJ	TFS		0	321
DE	MBA	JRO		0	763
DE	MBA	ZNZ		0	763
DE	MUC	ACE		0	320
DE	MUC	AGA		0	320
DE	MUC	AYT		0	753
DE	MUC	FNC		0	320
DE	MUC	FUE		0	753
DE	MUC	HAV		0	763
DE	MUC	HRG		0	753
DE	MUC	LPA		0	320
DE	MUC	PUJ		0	763
DE	MUC	SPC		0	320
DE	MUC	TFS		0	320 753
DE	SDQ	SJO		0	763
DE	STR	ACE		0	320
DE	STR	AYT		0	320
DE	STR	FUE		0	321
DE	STR	HRG		0	321
DE	STR	LPA		0	320
DE	STR	SPC		0	320
DE	STR	TFS		0	320
DG	CEB	BCD		0	AT7
DG	CEB	BXU		0	AT7
DG	CEB	CGM		0	AT7
DG	CEB	CGY		0	AT7
DG	CEB	CYP		0	AT7
DG	CEB	DGT		0	AT7
DG	CEB	DPL		0	AT7
DG	CEB	IAO		0	AT7
DG	CEB	ILO		0	AT7
DG	CEB	MNL		0	AT7
DG	CEB	OZC		0	AT7
DG	CEB	PAG		0	AT7
DG	CEB	SUG		0	AT7
DG	CEB	TAC		0	AT7
DG	CEB	TDG		0	AT7
DG	CEB	ZAM		0	AT7
DG	CGY	DGT		0	AT7
DG	CGY	TAG		0	AT7
DG	DVO	CGY		0	AT7
DG	DVO	TAG		0	AT7
DG	MNL	BSO		0	AT7
DG	MNL	CYZ		0	AT7
DG	MNL	IAO		0	AT7
DG	MNL	KLO		0	AT7
DG	MNL	LGP		0	AT7
DG	MNL	MBT		0	AT7
DG	MNL	TBH		0	AT7
DG	MNL	USU		0	AT7
DG	MNL	WNP		0	AT7
DG	ZAM	CBO		0	AT7
DJ	NGO	CTS		0	320
DL	AMS	ATL		0	333 77L
DL	AMS	BOS		0	333 763
DL	AMS	DTW		0	333 359
DL	AMS	JFK		0	333 763
DL	AMS	MCO		0	763
DL	AMS	MSP		0	333
DL	AMS	PDX		0	333
DL	AMS	SEA		0	333
DL	AMS	SLC		0	763
DL	ATL	ABE		0	717
DL	ATL	ABE	*	0	CR7 CR9
DL	ATL	ABQ		0	73J
DL	ATL	ABY	*	0	CR2
DL	ATL	AEX	*	0	CR2
DL	ATL	AGS		0	M88
DL	ATL	AGS	*	0	CR2
DL	ATL	ALB		0	M88
DL	ATL	ATW		0	717
DL	ATL	ATW	*	0	CR9
DL	ATL	AUA		0	752
DL	ATL	AUS		0	320 321
DL	ATL	AVL		0	717
DL	ATL	AVL	*	0	CR2 CR7
DL	ATL	AVP		0	717
DL	ATL	BDA		0	738
DL	ATL	BDL		0	M88 73J
DL	ATL	BHM		0	M88 717 73W
DL	ATL	BMI	*	0	CR7 CR9
DL	ATL	BNA		0	M88 752
DL	ATL	BOG		0	752
DL	ATL	BON		0	752
DL	ATL	BOS		0	320 321
DL	ATL	BQK	*	0	CR2
DL	ATL	BRU		0	763
DL	ATL	BTR	*	0	CR2 CR7
DL	ATL	BTV		0	717
DL	ATL	BUF		0	M88 M90
DL	ATL	BWI		0	M88 M90
DL	ATL	BZE		0	320
DL	ATL	CAE		0	M88 717
DL	ATL	CAE	*	0	CR9
DL	ATL	CAK		0	M88 717
DL	ATL	CAK	*	0	CR9
DL	ATL	CDG		0	332 764
DL	ATL	CHA		0	M88
DL	ATL	CHA	*	0	CR2
DL	ATL	CHO		0	717
DL	ATL	CHO	*	0	CR2
DL	ATL	CHS		0	M88 752
DL	ATL	CID		0	717
DL	ATL	CID	*	0	CR9
DL	ATL	CLE		0	M88 M90
DL	ATL	CLT		0	M88 717 73W
DL	ATL	CMH		0	M88 73J
DL	ATL	COS		0	320
DL	ATL	CRW		0	717
DL	ATL	CRW	*	0	CR2
DL	ATL	CSG	*	0	CR2
DL	ATL	CTG		0	738
DL	ATL	CUN		0	320 73J
DL	ATL	CVG		0	M90 738
DL	ATL	CZM		0	320 738
DL	ATL	DAB		0	M88 738
DL	ATL	DAL		0	717 320
DL	ATL	DAY		0	M88 M90
DL	ATL	DCA		0	320 321
DL	ATL	DEN		0	738 73J
DL	ATL	DFW		0	M88 319 320
DL	ATL	DHN	*	0	CR2
DL	ATL	DSM		0	M88
DL	ATL	DTW		0	M90 321 73J 752
DL	ATL	DUS		0	764
DL	ATL	ECP		0	M88 320
DL	ATL	ELP		0	M90
DL	ATL	EVV		0	717
DL	ATL	EVV	*	0	CR2
DL	ATL	EWN	*	0	CR2
DL	ATL	EWR		0	M88 717
DL	ATL	EYW		0	73W
DL	ATL	EZE		0	333
DL	ATL	FAY		0	M88
DL	ATL	FAY	*	0	CR2
DL	ATL	FCO		0	333 764
DL	ATL	FLL		0	M90 73J 752
DL	ATL	FNT		0	M88
DL	ATL	FNT	*	0	CR9
DL	ATL	FPO	*	0	CR9
DL	ATL	FRA		0	763
DL	ATL	FSD		0	717
DL	ATL	FSM	*	0	CR2
DL	ATL	FWA	*	0	CR2
DL	ATL	GCM		0	320
DL	ATL	GDL		0	320 738
DL	ATL	GGT	*	0	CR9
DL	ATL	GIG		0	764
DL	ATL	GNV		0	717
DL	ATL	GNV	*	0	CR2
DL	ATL	GPT		0	738
DL	ATL	GPT	*	0	CR7 CR9
DL	ATL	GRB	*	0	CR9
DL	ATL	GRR		0	M88
DL	ATL	GRU		0	333
DL	ATL	GSO		0	M88 717
DL	ATL	GSP		0	M88 M90 717
DL	ATL	GTR	*	0	CR2
DL	ATL	GUA		0	73W 752
DL	ATL	HAV		0	319
DL	ATL	HPN		0	717
DL	ATL	HPN	*	0	CR9
DL	ATL	HNL		0	764
DL	ATL	HOU		0	717
DL	ATL	HSV		0	M88 717
DL	ATL	IAD		0	M88 717
DL	ATL	IAH		0	M88
DL	ATL	IAH	*	0	CR9
DL	ATL	ICN		0	359
DL	ATL	ICT		0	M88
DL	ATL	ILM		0	M88
DL	ATL	ILM	*	0	CR2
DL	ATL	IND		0	M88
DL	ATL	JAC		0	752
DL	ATL	JAN		0	M88 717
DL	ATL	JAX		0	M88 752
DL	ATL	JFK		0	320 738 73J 752
DL	ATL	JNB		0	77L
DL	ATL	KIN		0	320
DL	ATL	LAS		0	321 73J 752 753
DL	ATL	LAX		0	321 73J 752 753 763
DL	ATL	LEX		0	738
DL	ATL	LEX	*	0	CR7 CR9
DL	ATL	LFT		0	717
DL	ATL	LFT	*	0	CR2
DL	ATL	LGA		0	320 321
DL	ATL	LHR		0	332 333
DL	ATL	LIM		0	764
DL	ATL	LIR		0	73J
DL	ATL	LIT		0	M88
DL	ATL	LNK	*	0	CR9
DL	ATL	LOS		0	332
DL	ATL	MAD		0	764
DL	ATL	MBJ		0	321 73J 752
DL	ATL	MCI		0	M88 752
DL	ATL	MCO		0	321 752
DL	ATL	MDT		0	717
DL	ATL	MDW		0	717 73W
DL	ATL	MEM		0	M88 73J
DL	ATL	MEX		0	73W
DL	ATL	MGA		0	320
DL	ATL	MGM	*	0	CR2
DL	ATL	MHT		0	M88
DL	ATL	MIA		0	M88 320 321
DL	ATL	MKE		0	M88 73J
DL	ATL	MLB		0	M88 717
DL	ATL	MLI	*	0	CR7
DL	ATL	MLU	*	0	CR2
DL	ATL	MOB		0	M88
DL	ATL	MOB	*	0	CR2 CR7
DL	ATL	MSN		0	M88 717
DL	ATL	MSP		0	M90 321 73J 752 753
DL	ATL	MSY		0	M88 321 752
DL	ATL	MTY		0	717
DL	ATL	MUC		0	764
DL	ATL	MYR		0	717 M88
DL	ATL	NAS		0	320 738 73J
DL	ATL	NRT		0	77L
DL	ATL	OAJ	*	0	CR2 CR9
DL	ATL	OKC		0	M88 73W
DL	ATL	OMA		0	M88
DL	ATL	ORD		0	M88 717
DL	ATL	ORF		0	M88 M90 752
DL	ATL	PAP		0	320
DL	ATL	PBI		0	M88 320 321 73J
DL	ATL	PDX		0	73J 753
DL	ATL	PHF	*	0	CR7 CR9
DL	ATL	PHL		0	M88 M90
DL	ATL	PHX		0	321
DL	ATL	PIA	*	0	CR2
DL	ATL	PIT		0	M88 73J
DL	ATL	PLS		0	320
DL	ATL	PNS		0	M88 73J
DL	ATL	PTY		0	738
DL	ATL	PVD		0	M88 M90
DL	ATL	PVG		0	77L
DL	ATL	PVR		0	320
DL	ATL	PUJ		0	320 73J
DL	ATL	PWM		0	M90
DL	ATL	RDU		0	M88 320 321
DL	ATL	RIC		0	M88 320 321
DL	ATL	ROA		0	717
DL	ATL	ROA	*	0	CR2 CR7 CR9
DL	ATL	ROC		0	M90
DL	ATL	RST	*	0	CR7
DL	ATL	RSW		0	M90 73J 752
DL	ATL	RTB		0	752
DL	ATL	SAL		0	738
DL	ATL	SAN		0	321 753
DL	ATL	SAP		0	320
DL	ATL	SAT		0	M90
DL	ATL	SAV		0	M88 73W
DL	ATL	SBN	*	0	CR2
DL	ATL	SCL		0	763
DL	ATL	SDF		0	M88 717
DL	ATL	SDQ		0	320
DL	ATL	SEA		0	73J 752 753
DL	ATL	SFO		0	73J 752 753
DL	ATL	SGF	*	0	CR7 CR9
DL	ATL	SHV	*	0	CR2 CR7 CR9
DL	ATL	SJC		0	73J
DL	ATL	SJD		0	320
DL	ATL	SJO		0	752
DL	ATL	SJU		0	73J 752
DL	ATL	SLC		0	321 752
DL	ATL	SMF		0	73J
DL	ATL	SNA		0	752
DL	ATL	SRQ		0	M88 717
DL	ATL	STL		0	M88 73J
DL	ATL	STR		0	764
DL	ATL	STT		0	752
DL	ATL	SXM		0	73W
DL	ATL	SYR		0	M88 M90
DL	ATL	TGU		0	73W
DL	ATL	TLH		0	M88
DL	ATL	TLH	*	0	CR7 CR9
DL	ATL	TPA		0	73J 752
DL	ATL	TRI		0	M88
DL	ATL	TRI	*	0	CR2
DL	ATL	TUL		0	M88
DL	ATL	TUL	*	0	CR7 CR9
DL	ATL	TUS		0	73J
DL	ATL	TYS		0	738
DL	ATL	TYS	*	0	CR7 CR9
DL	ATL	UIO		0	752
DL	ATL	UVF		0	738
DL	ATL	VLD	*	0	CR2
DL	ATL	VPS		0	M88 717 73W
DL	ATL	XNA		0	M88 320
DL	ATL	XNA	*	0	CR7 CR9
DL	ATL	YUL	*	0	CR9
DL	ATL	YYZ		0	M88 717
DL	BOS	AUS		0	320
DL	BOS	BDA		0	319
DL	BOS	BNA	*	0	CR9 E75
DL	BOS	BUF	*	0	CR7
DL	BOS	CHS	*	0	E75
DL	BOS	CMH		0	E70
DL	BOS	CVG		0	M90
DL	BOS	CVG	*	0	CR7 CR9
DL	BOS	DTW		0	319 320 321 738
DL	BOS	FLL		0	738
DL	BOS	IND	*	0	E70
DL	BOS	JAX	*	0	CR9 E75
DL	BOS	JFK		0	319
DL	BOS	JFK	*	0	CR9 E75
DL	BOS	LAS		0	738
DL	BOS	LAX		0	738 752
DL	BOS	LGA		0	319 717 738
DL	BOS	LGA	*	0	E75
DL	BOS	LHR		0	763
DL	BOS	MCI	*	0	CR9 E75
DL	BOS	MCO		0	320 321
DL	BOS	MKE	*	0	CR9
DL	BOS	MSP		0	319 321 738 752
DL	BOS	ORF	*	0	CR9
DL	BOS	PHL	*	0	CR9
DL	BOS	PIT	*	0	CR9
DL	BOS	RIC	*	0	CR7
DL	BOS	RDU		0	717
DL	BOS	RDU	*	0	CR7 CR9
DL	BOS	SAV	*	0	CR9
DL	BOS	SEA		0	738
DL	BOS	SFO		0	752
DL	BOS	SLC		0	73J 752
DL	BOS	SRQ	*	0	E70
DL	BOS	TPA		0	320
DL	CDG	BOS		0	763
DL	CDG	CVG		0	763
DL	CDG	DTW		0	763
DL	CDG	IND		0	763
DL	CDG	JFK		0	333
DL	CDG	LAX		0	77L
DL	CDG	MSP		0	772
DL	CDG	RDU		0	332
DL	CDG	SEA		0	772
DL	CDG	SLC		0	763
DL	CLE	BDL	*	0	CR9
DL	CLE	DTW		0	717
DL	CLE	DTW	*	0	CR7 CR9
DL	CLE	JFK	*	0	CR9
DL	CLE	LGA	*	0	CR7 CR9
DL	CLE	MSP	*	0	CR7 CR9
DL	CLE	RDU	*	0	CR7
DL	CLE	SLC		0	319
DL	CLT	CVG	*	0	CR2
DL	CLT	DTW		0	717
DL	CLT	DTW	*	0	CR7 CR9
DL	CLT	JFK	*	0	CR9 E75
DL	CLT	LGA	*	0	CR9 E75
DL	CLT	MSP		0	717
DL	CLT	SLC		0	738
DL	CMH	DTW	*	0	E70 E75 CR7 CR9
DL	CMH	JFK	*	0	E70
DL	CMH	LAX		0	738
DL	CMH	LGA	*	0	E70 E75
DL	CMH	MSP		0	M90 73J
DL	CMH	MSP	*	0	CR7
DL	CMH	RDU	*	0	CR7 E70
DL	CVG	AUS	*	0	CR9
DL	CVG	BDL	*	0	CR9
DL	CVG	BNA	*	0	CR9
DL	CVG	BWI	*	0	CR2
DL	CVG	CLT	*	0	CR2
DL	CVG	DCA	*	0	CR7 CR9
DL	CVG	DEN		0	M90
DL	CVG	DFW	*	0	CR7 CR9
DL	CVG	DTW		0	320
DL	CVG	DTW	*	0	CR7 CR9
DL	CVG	EWR	*	0	CR9
DL	CVG	FLL		0	738
DL	CVG	IAH	*	0	CR9
DL	CVG	JFK	*	0	CR9
DL	CVG	LAS		0	73J
DL	CVG	LAX		0	738
DL	CVG	LGA	*	0	CR7 CR9 E75
DL	CVG	MCI	*	0	CR2
DL	CVG	MCO		0	738
DL	CVG	MKE	*	0	CR2
DL	CVG	MSP		0	717
DL	CVG	MSP	*	0	CR7 CR9
DL	CVG	ORD	*	0	CR2 CR9
DL	CVG	PHL	*	0	CR2
DL	CVG	RDU	*	0	CR2 CR9
DL	CVG	RSW		0	717
DL	CVG	SEA		0	73J
DL	CVG	SFO		0	73J
DL	CVG	SLC		0	M90 320
DL	CVG	STL	*	0	CR2 CR7
DL	CVG	TPA		0	320
DL	DCA	DTW		0	319 321
DL	DCA	JFK	*	0	CR9 E75
DL	DCA	LAX	*	0	752
DL	DCA	LEX	*	0	E70
DL	DCA	LGA	*	0	E70 E75
DL	DCA	MSN	*	0	E70
DL	DCA	MSP		0	319 320 321
DL	DCA	OMA	*	0	E70
DL	DCA	RDU	*	0	CR7
DL	DCA	SLC		0	752
DL	DEN	DTW		0	M90 73J
DL	DEN	JFK		0	738 73J
DL	DEN	LAX		0	319 717
DL	DEN	LGA		0	319
DL	DEN	MSP		0	M90 752
DL	DEN	SEA		0	319 717
DL	DEN	SLC		0	M90 717 738
DL	DEN	SLC	*	0	E75
DL	DFW	DTW		0	319 717
DL	DFW	DTW	*	0	CR9 E70 E75
DL	DFW	JFK		0	319
DL	DFW	JFK	*	0	CR9
DL	DFW	LAX		0	319
DL	DFW	LAX	*	0	E75
DL	DFW	LGA		0	319
DL	DFW	LGA	*	0	E70 E75
DL	DFW	MSP		0	717
DL	DFW	MSP	*	0	CR9
DL	DFW	SLC		0	319 320 717
DL	DFW	SLC	*	0	CR9
DL	DTW	ABE	*	0	CR2
DL	DTW	ALB	*	0	CR7 CR9
DL	DTW	APN	*	0	CR2
DL	DTW	ATW	*	0	CR2 CR7 CR9
DL	DTW	AUS		0	319 320
DL	DTW	AVP	*	0	CR2
DL	DTW	AZO	*	0	CR2 CR7
DL	DTW	BDL		0	M90
DL	DTW	BGM	*	0	CR2
DL	DTW	BHM	*	0	CR7 CR9
DL	DTW	BNA		0	319 717
DL	DTW	BNA	*	0	CR9
DL	DTW	BTV	*	0	CR2 CR9
DL	DTW	BUF	*	0	CR7 CR9
DL	DTW	BWI		0	M90 738
DL	DTW	BZN	*	0	E75
DL	DTW	CHA	*	0	CR2
DL	DTW	CHS	*	0	CR9
DL	DTW	CID	*	0	CR2 CR7
DL	DTW	CIU	*	0	CR2
DL	DTW	CMH	*	0	CR7 CR9 E70 E75
DL	DTW	CUN		0	738
DL	DTW	CWA	*	0	CR2
DL	DTW	DAY	*	0	CR2 CR7
DL	DTW	DCA		0	319 321
DL	DTW	DSM	*	0	CR9
DL	DTW	ELM	*	0	CR7
DL	DTW	ERI	*	0	CR2
DL	DTW	ESC	*	0	CR2
DL	DTW	EVV	*	0	CR2
DL	DTW	EWR		0	717
DL	DTW	EWR	*	0	CR7 CR9
DL	DTW	FLL		0	752
DL	DTW	FRA		0	763
DL	DTW	FWA	*	0	CR2
DL	DTW	GRB	*	0	CR7 CR9
DL	DTW	GRR		0	717 321
DL	DTW	GRR	*	0	CR7 CR9
DL	DTW	GRU		0	332
DL	DTW	GSO	*	0	CR2 CR7
DL	DTW	GSP	*	0	CR2 CR7
DL	DTW	HPN	*	0	CR7
DL	DTW	HSV	*	0	CR2
DL	DTW	IAD	*	0	CR7 CR9
DL	DTW	IAH		0	319
DL	DTW	IAH	*	0	CR9
DL	DTW	ICN		0	359
DL	DTW	IMT	*	0	CR2
DL	DTW	IND		0	752
DL	DTW	IND	*	0	CR9 E70 E75
DL	DTW	ITH	*	0	CR2
DL	DTW	JAX	*	0	CR9
DL	DTW	JFK		0	319 717
DL	DTW	JFK	*	0	CR9
DL	DTW	LAN	*	0	CR2
DL	DTW	LAS		0	738 73J
DL	DTW	LAX		0	738 73J 752 753
DL	DTW	LEX	*	0	CR2 CR7 CR9 E70
DL	DTW	LGA		0	319 320 717
DL	DTW	LHR		0	332 763
DL	DTW	LIT	*	0	CR9
DL	DTW	LSE	*	0	CR2
DL	DTW	MBS	*	0	CR2 CR7 CR9
DL	DTW	MCI		0	717
DL	DTW	MCO		0	320 321 752
DL	DTW	MDT	*	0	CR2 CR7 CR9
DL	DTW	MDW	*	0	CR7 CR9
DL	DTW	MEM		0	717
DL	DTW	MEM	*	0	CR9
DL	DTW	MEX		0	752
DL	DTW	MHT	*	0	CR7 CR9
DL	DTW	MIA		0	M90 319 717
DL	DTW	MKE		0	717 738
DL	DTW	MKE	*	0	CR7 CR9
DL	DTW	MLI	*	0	CR2
DL	DTW	MQT	*	0	CR2
DL	DTW	MSN		0	M90 717
DL	DTW	MSN	*	0	CR7 CR9
DL	DTW	MSP		0	M90 321 717 738 752
DL	DTW	MSY		0	717
DL	DTW	MTY		0	319
DL	DTW	NGO		0	332
DL	DTW	NRT		0	359
DL	DTW	OKC	*	0	CR7 CR9
DL	DTW	OMA	*	0	CR7 CR9
DL	DTW	ORD		0	319 717
DL	DTW	ORF	*	0	CR7 CR9
DL	DTW	PBI		0	320
DL	DTW	PDX		0	73J
DL	DTW	PEK		0	359
DL	DTW	PHL		0	M90 717 738
DL	DTW	PHX		0	738 73J
DL	DTW	PIT		0	717
DL	DTW	PIT	*	0	CR9
DL	DTW	PLN	*	0	CR2
DL	DTW	PVD		0	738
DL	DTW	PVD	*	0	CR7 CR9
DL	DTW	PVG		0	359
DL	DTW	PWM	*	0	CR7 CR9
DL	DTW	RDU		0	M90 717 738 73J
DL	DTW	RIC	*	0	CR9
DL	DTW	ROC	*	0	CR7 CR9 E70
DL	DTW	RSW		0	738 73J
DL	DTW	SAN		0	321
DL	DTW	SAT		0	717
DL	DTW	SAT	*	0	CR7 CR9
DL	DTW	SBN	*	0	CR2
DL	DTW	SCE	*	0	CR2
DL	DTW	SDF	*	0	CR2 CR7 CR9 E70
DL	DTW	SEA		0	73J 752 753
DL	DTW	SFO		0	73J 753
DL	DTW	SJC		0	73E
DL	DTW	SLC		0	320 321
DL	DTW	SNA		0	752
DL	DTW	STL		0	717
DL	DTW	STL	*	0	CR7 CR9
DL	DTW	SWF	*	0	CR2
DL	DTW	SYR	*	0	CR2 CR7
DL	DTW	TPA		0	73J
DL	DTW	TVC		0	717
DL	DTW	TVC	*	0	CR2 CR7 CR9
DL	DTW	TYS	*	0	CR2
DL	DTW	YOW	*	0	CR2
DL	DTW	YUL	*	0	CR7 CR9
DL	DTW	YYZ	*	0	CR7 CR9
DL	EWR	MSP		0	717
DL	EWR	MSP	*	0	CR9
DL	EWR	RDU	*	0	CR7 CR9
DL	EWR	SLC		0	738
DL	HNL	FUK		0	763
DL	HNL	KIX		0	763
DL	HNL	LAX		0	752 753 763
DL	HNL	MSP		0	763
DL	HNL	NGO		0	763
DL	HNL	NRT		0	763
DL	HNL	SEA		0	753
DL	HNL	SLC		0	763
DL	IAD	JFK	*	0	CR2
DL	IAD	MSP		0	717
DL	IAD	MSP	*	0	CR9
DL	IAD	SEA		0	738
DL	IAD	SLC		0	738
DL	IAH	LGA	*	0	E70 E75
DL	IAH	MSP	*	0	CR9
DL	IAH	SLC		0	717
DL	IAH	SLC	*	0	CR9 E75
DL	IND	JFK	*	0	CR9
DL	IND	LAX		0	319
DL	IND	LGA	*	0	CR9 E70 E75
DL	IND	MCO		0	717
DL	IND	MSP		0	M90 319 717
DL	IND	MSP	*	0	CR9
DL	IND	RDU	*	0	CR2
DL	IND	SEA		0	319
DL	IND	SLC		0	320
DL	JFK	ACC		0	763
DL	JFK	ANU		0	73G
DL	JFK	AUA		0	738
DL	JFK	AUS		0	320
DL	JFK	BCN		0	333
DL	JFK	BDA		0	319
DL	JFK	BNA	*	0	CR9 E75
DL	JFK	BRU		0	763
DL	JFK	BTV	*	0	CR9
DL	JFK	BUF	*	0	CR9
DL	JFK	BWI	*	0	CR2
DL	JFK	CHS		0	717
DL	JFK	CHS	*	0	CR9
DL	JFK	CMH	*	0	E70
DL	JFK	CUN		0	73J
DL	JFK	DCA	*	0	CR9 E70
DL	JFK	DSS		0	75W
DL	JFK	DUB		0	764
DL	JFK	FCO		0	333
DL	JFK	FLL		0	319 320
DL	JFK	FRA		0	763
DL	JFK	GRU		0	763
DL	JFK	JAX	*	0	CR9
DL	JFK	KEF		0	752
DL	JFK	KIN		0	320
DL	JFK	LAS		0	73J 752
DL	JFK	LAX		0	332 752 763 764
DL	JFK	LIS		0	752
DL	JFK	LHR		0	332
DL	JFK	LOS		0	332
DL	JFK	MAD		0	764
DL	JFK	MBJ		0	738
DL	JFK	MCO		0	320 321
DL	JFK	MEX		0	752
DL	JFK	MIA		0	320 73J
DL	JFK	MSP		0	319 320 717
DL	JFK	MSY		0	320
DL	JFK	MSY	*	0	CR9
DL	JFK	MXP		0	333
DL	JFK	NAS		0	320
DL	JFK	ORD	*	0	CR9 E75
DL	JFK	ORF	*	0	CR2 CR9
DL	JFK	PAP		0	738
DL	JFK	PDX		0	73J
DL	JFK	PHL	*	0	CR2
DL	JFK	PHX		0	738
DL	JFK	PIT	*	0	CR9
DL	JFK	PUJ		0	320 73J
DL	JFK	PWM	*	0	CR9
DL	JFK	RDU	*	0	CR9 E75
DL	JFK	RIC	*	0	CR2 CR9
DL	JFK	ROC	*	0	CR9
DL	JFK	SAN		0	752
DL	JFK	SAT		0	319
DL	JFK	SAV	*	0	CR9
DL	JFK	SDQ		0	73J
DL	JFK	SEA		0	73J 752
DL	JFK	SFO		0	752 763 764
DL	JFK	SJC		0	73J
DL	JFK	SJU		0	73J 752
DL	JFK	SNA		0	73W
DL	JFK	SLC		0	321 738 73J 752
DL	JFK	STI		0	73J
DL	JFK	SYR	*	0	CR2
DL	JFK	TLV		0	333
DL	JFK	TPA		0	319 320
DL	JFK	YUL	*	0	CR2 CR9
DL	JFK	YYZ	*	0	CR9
DL	JFK	ZRH		0	332
DL	LAS	LAX		0	717 738
DL	LAS	LAX	*	0	E75
DL	LAS	MSP		0	M90 321 738 73J
DL	LAS	SAN	*	0	E75
DL	LAS	SEA		0	717 738
DL	LAS	SJC	*	0	E75
DL	LAS	SLC		0	321 738 73J
DL	LAS	SLC	*	0	E75
DL	LAS	SNA	*	0	E75
DL	LAX	ABQ	*	0	E75
DL	LAX	AUS		0	319
DL	LAX	BNA		0	738
DL	LAX	BOI	*	0	E75
DL	LAX	CMH		0	738
DL	LAX	CUN		0	73J
DL	LAX	DCA		0	752
DL	LAX	GEG	*	0	E75
DL	LAX	GUA		0	752
DL	LAX	HND		0	772
DL	LAX	KOA		0	753
DL	LAX	LIH		0	752
DL	LAX	MCI		0	738
DL	LAX	MCO		0	752 753
DL	LAX	MEM		0	738
DL	LAX	MEX		0	319
DL	LAX	MSP		0	738 752 753
DL	LAX	MSY		0	738
DL	LAX	OGG		0	752
DL	LAX	PDX		0	319 717 738
DL	LAX	PHX	*	0	E75
DL	LAX	PVG		0	359
DL	LAX	PVR		0	738
DL	LAX	RDU		0	738
DL	LAX	SAL		0	738
DL	LAX	SAN		0	717
DL	LAX	SAN	*	0	E75
DL	LAX	SAT	*	0	E75
DL	LAX	SEA		0	738 73J
DL	LAX	SFO		0	717 738
DL	LAX	SJC	*	0	E75
DL	LAX	SJD		0	738
DL	LAX	SJO		0	752
DL	LAX	SLC		0	738 73J
DL	LAX	SMF	*	0	E75
DL	LAX	SYD		0	77L
DL	LAX	TUS	*	0	E75
DL	LAX	TPA		0	738
DL	LGA	ACK	*	0	CR2
DL	LGA	BGR	*	0	CR2
DL	LGA	BHM	*	0	CR9
DL	LGA	BNA	*	0	CR9 E75
DL	LGA	BTV	*	0	CR2 CR9
DL	LGA	BUF	*	0	CR9 E70 E75
DL	LGA	CAE	*	0	CR9
DL	LGA	CHA	*	0	CR9
DL	LGA	CHO	*	0	CR2
DL	LGA	CHS	*	0	CR9 E75
DL	LGA	CMH	*	0	E70 E75
DL	LGA	DCA	*	0	E70
DL	LGA	DSM	*	0	CR9
DL	LGA	FLL		0	319 320
DL	LGA	GRR	*	0	CR7 CR9
DL	LGA	GSO	*	0	CR9 E75
DL	LGA	GSP	*	0	CR9
DL	LGA	JAX	*	0	CR9 E70 E75
DL	LGA	LEX	*	0	CR9
DL	LGA	MCI	*	0	CR9 E75
DL	LGA	MCO		0	321
DL	LGA	MEM	*	0	CR9 E70
DL	LGA	MHT	*	0	CR9
DL	LGA	MIA		0	319 320
DL	LGA	MKE	*	0	CR9 E70 E75
DL	LGA	MSN	*	0	CR9 E70
DL	LGA	MSP		0	319 320 717 738
DL	LGA	MSY	*	0	CR9
DL	LGA	MVY	*	0	CR2
DL	LGA	OMA	*	0	CR9
DL	LGA	ORD		0	717
DL	LGA	ORD	*	0	E75
DL	LGA	ORF	*	0	CR2 CR7 CR9
DL	LGA	PBI		0	319 320
DL	LGA	PIT	*	0	CR9 E75
DL	LGA	PWM	*	0	CR2 CR9 E75
DL	LGA	RDU	*	0	CR9 E70 E75
DL	LGA	RIC	*	0	CR9
DL	LGA	ROC	*	0	CR2 E70
DL	LGA	RSW		0	319
DL	LGA	RSW	*	0	CR9
DL	LGA	SAV	*	0	CR9
DL	LGA	SDF	*	0	E70 E75
DL	LGA	SRQ	*	0	E75
DL	LGA	STL	*	0	CR9
DL	LGA	SYR	*	0	CR2 CR9
DL	LGA	TPA		0	717
DL	LGA	TYS	*	0	CR9
DL	LGA	XNA	*	0	CR9
DL	LGA	YOW	*	0	CR2
DL	LGA	YUL	*	0	CR9
DL	MCI	MSP		0	M90 320 717 738 73J
